artist_name,track_name,rank,playcount
Hotel Ugly,Fish Maan,15,559654
Hotel Ugly,"Yes, yes it is",16,393173
Hotel Ugly,Sink Water,17,369745
Hotel Ugly,Hotel Members Unite,18,273451
Hotel Ugly,2ugly,19,213416
Hotel Ugly,"To be, or not to be ugly",20,195572
Marina Sena,Por Supuesto,1,4678863
Marina Sena,Numa Ilha,2,5529506
Marina Sena,Lua Cheia,3,5502669
Marina Sena,CARNAVAL,4,4037321
Marina Sena,Desmitificar,5,4412461
Marina Sena,Dano Sarrada,6,3186880
Marina Sena,Tudo Pra Amar Você,7,4250217
Marina Sena,Coisas Naturais,8,2997908
Marina Sena,Voltei Pra Mim,9,3542159
Marina Sena,Que Tal,10,3444601
Marina Sena,Me Toca,11,2380365
Marina Sena,Pelejei,12,2364104
Marina Sena,Anjo,13,2494968
Marina Sena,Combo da Sorte,14,2287452
Marina Sena,Mágico,15,2480376
Marina Sena,Doçura,16,2105571
Marina Sena,Mande Um Sinal,17,2179690
Marina Sena,Sem Lei,18,2073318
Marina Sena,Santo,19,1988374
Marina Sena,Ouro de Tolo,20,1922350
XG,LEFT RIGHT,1,8257117
XG,SHOOTING STAR,2,8924286
XG,WOKE UP,3,5636758
XG,GRL GVNG,4,3655593
XG,IS THIS LOVE,5,3303724
XG,Something Ain't Right,6,2905313
XG,MASCARA,7,2996596
XG,NEW DANCE,8,2688443
XG,PUPPET SHOW,9,2879169
XG,IYKYK,10,2237417
XG,HYPNOTIZE,11,2181041
XG,GALA,12,2538671
XG,Tippy Toes,13,1877202
XG,TGIF,14,2416424
XG,Howling,15,1924864
XG,In The Rain,16,1206039
XG,X-GENE,17,1100594
XG,UNDEFEATED,18,931420
XG,Million Places,19,499706
XG,WINTER WITHOUT YOU,20,806168
Bob Dylan,Like a Rolling Stone,1,12031369
Bob Dylan,Knockin' on Heaven's Door,2,11531275
Bob Dylan,Blowin' in the Wind,3,7385597
Bob Dylan,The Times They Are a-Changin',4,7170578
Bob Dylan,Mr. Tambourine Man,5,5270685
Bob Dylan,Hurricane,6,5080173
Bob Dylan,"Don't Think Twice, It's All Right",7,6659332
Bob Dylan,Tangled Up in Blue,8,4858527
Bob Dylan,Subterranean Homesick Blues,9,4879530
Bob Dylan,Girl From the North Country,10,4907594
Bob Dylan,I Want You,11,4478426
Bob Dylan,Just Like a Woman,12,3606852
Bob Dylan,All Along the Watchtower,13,3512893
Bob Dylan,Shelter from the Storm,14,2920124
Bob Dylan,Rainy Day Women #12 & 35,15,2090956
Bob Dylan,"It's All Over Now, Baby Blue",16,2630458
Bob Dylan,"Lay, Lady, Lay",17,2302232
Bob Dylan,Ballad of a Thin Man,18,2727749
Bob Dylan,Simple Twist of Fate,19,2750116
Bob Dylan,A Hard Rain's a-Gonna Fall,20,2150945
¥$,CARNIVAL,1,12498335
¥$,BURN,2,10875317
¥$,FIELD TRIP,3,8278389
¥$,FUK SUMN,4,4442228
¥$,VULTURES,5,4150089
¥$,BACK TO ME,6,2769388
¥$,STARS,7,2842006
¥$,PROMOTION,8,2769568
¥$,SLIDE,9,1958638
¥$,DO IT,10,2342927
¥$,530,11,2507708
¥$,FRIED,12,1872727
¥$,RIVER,13,2359973
¥$,TALKING,14,1235280
¥$,PAID,15,1496673
¥$,TIME MOVING SLOW,16,1237989
¥$,PAPERWORK,17,1488268
¥$,KEYS TO MY LIFE,18,1051381
¥$,DEAD,19,1265727
¥$,PROBLEMATIC,20,1248334
Dire Straits,Sultans of Swing,1,19650414
Dire Straits,Money for Nothing,2,8186805
Dire Straits,Walk of Life,3,7173175
Dire Straits,Romeo and Juliet,4,5625988
Dire Straits,Brothers in Arms,5,5834967
Dire Straits,Lady Writer,6,3657280
Dire Straits,So Far Away,7,2639783
Dire Straits,Down to the Waterline,8,2969776
Dire Straits,Six Blade Knife,9,2479854
Dire Straits,Your Latest Trick,10,2052719
Dire Straits,Tunnel of Love,11,2469050
Dire Straits,Private Investigations,12,1968414
Dire Straits,Once Upon a Time in the West,13,1692693
Dire Straits,On Every Street,14,1713273
Dire Straits,Calling Elvis,15,1429827
Dire Straits,Water of Love,16,1367964
Dire Straits,Wild West End,17,1393301
Dire Straits,Walk Of Life - Remastered 1996,18,1585671
Dire Straits,Money For Nothing - Remastered 1996,19,1732713
Dire Straits,Telegraph Road,20,1572663
Nine Inch Nails,Closer,1,16312962
Nine Inch Nails,The Hand That Feeds,2,9576493
Nine Inch Nails,Hurt,3,6869144
Nine Inch Nails,Head Like a Hole,4,6294546
Nine Inch Nails,March of the Pigs,5,5797592
Nine Inch Nails,Every Day Is Exactly the Same,6,5023588
Nine Inch Nails,Only,7,4880205
Nine Inch Nails,Piggy,8,3497310
Nine Inch Nails,Heresy,9,3658914
Nine Inch Nails,Terrible Lie,10,3959718
Nine Inch Nails,Discipline,11,3885785
Nine Inch Nails,Mr. Self Destruct,12,3274425
Nine Inch Nails,Ruiner,13,3336680
Nine Inch Nails,Wish,14,3851410
Nine Inch Nails,A Warm Place,15,2837166
Nine Inch Nails,The Becoming,16,2909828
Nine Inch Nails,Something I Can Never Have,17,3049888
Nine Inch Nails,We're in This Together,18,3482408
Nine Inch Nails,Sin,19,3485783
Nine Inch Nails,The Day the World Went Away,20,3415121
Willow,Wait a Minute!,1,17255967
Willow,t r a n s p a r e n t s o u l feat. Travis Barker,2,8191428
Willow,Time Machine,3,5304900
Willow,"Female Energy, Part 2",4,3392729
Willow,Whip My Hair,5,2080624
Willow,9,6,2481173
Willow,Marceline,7,2004419
Willow,symptom of life,8,1603488
Willow,<maybe> it's my fault,9,1590565
Willow,Overthinking IT,10,1190912
Willow,Warm Honey,11,790155
Willow,naïve,12,1068120
Willow,PrettyGirlz,13,825214
Willow,Lipstick,14,936037
Willow,G R O W (WILLOW & Avril Lavigne feat. Travis Barker),15,824166
Willow,b i g f e e l i n g s,16,746319
Willow,curious/furious,17,952824
Willow,Gaslight feat. Travis Barker,18,780770
Willow,run!,19,562518
Willow,4ever,20,721435
J Balvin,LA CANCIÓN,1,7785095
J Balvin,Mi Gente,2,4300077
J Balvin,QUE PRETENDES,3,3130336
J Balvin,Ginza,4,1631613
J Balvin,In Da Getto,5,1593479
J Balvin,UN DIA (ONE DAY) (feat. Tainy),6,2474505
J Balvin,Azul,7,1751296
J Balvin,Brillo,8,1834843
J Balvin,Mi Gente (feat. Beyoncé),9,1188929
J Balvin,Ay Vamos,10,1311315
J Balvin,Safari,11,1231350
J Balvin,Qué Más Pues?,12,1772099
J Balvin,UN PESO,13,1774142
J Balvin,6 AM,14,1282756
J Balvin,Bonita,15,1088029
J Balvin,COMO UN BEBÉ,16,1300037
J Balvin,Si Tu Novio Te Deja Sola,17,1507965
J Balvin,Rojo,18,1355350
J Balvin,Morado,19,1119148
J Balvin,Amarillo,20,1141054
America,A Horse With No Name,1,12625376
America,Ventura Highway,2,7682326
America,Sister Golden Hair,3,4657769
America,Tin Man,4,2194300
America,Lonely People,5,1115462
America,You Can Do Magic,6,1199645
America,I Need You,7,919927
America,Sandman,8,751356
America,Riverside,9,564449
America,Don't Cross The River,10,492890
America,Daisy Jane,11,498208
America,Muskrat Love,12,340176
America,Three Roses,13,252405
America,Only In Your Heart,14,312674
America,Horse With No Name,15,431881
America,The Last Unicorn,16,427849
America,All My Life,17,202509
America,Woman Tonight,18,228271
America,Rainy Day,19,173852
America,Here,20,134660
d4vd,Romantic Homicide,1,27411677
d4vd,Here With Me,2,16228999
d4vd,You and I,3,5825327
d4vd,Sleep Well,4,5302380
d4vd,Feel It - From The Original Series “Invincible”,5,7198520
d4vd,Feel It,6,2821326
d4vd,Feel It (From “Invincible”),7,3207862
d4vd,This Is How It Feels (with Laufey),8,3072226
d4vd,Crashing (with Kali Uchis),9,2067076
d4vd,Take Me To The Sun,10,2696215
d4vd,Worthless,11,2318089
d4vd,Always Love featuring Hyunjin (Stray Kids),12,1612609
d4vd,Dirty Secrets,13,1487525
d4vd,Remember Me (from the series Arcane League of Legends),14,2474907
d4vd,My House Is Not A Home,15,2102981
d4vd,What Are You Waiting For,16,1993561
d4vd,Placebo Effect,17,1559644
d4vd,Feel It - From “Invincible”,18,663123
d4vd,One More Dance,19,1285315
d4vd,Leave Her,20,1282354
Jin,The Astronaut,1,100611570
Jin,Super Tuna,2,36808107
Jin,YOURS,3,30963915
Jin,Don’t Say You Love Me,4,282096112
Jin,Abyss,5,14615523
Jin,Running Wild,6,125177463
Jin,Tonight,7,11039816
Jin,Heart on the Window (with WENDY),8,10404774
Jin,I'll Be There,9,30927692
Jin,I’ll Be There,10,19843693
Jin,Falling,11,11672767
Jin,Another Level,12,12062080
Jin,Nothing Without Your Love,13,11754491
Jin,Loser (feat. YENA),14,9054249
Jin,Rope It,15,11081864
Jin,Background,16,11081832
Jin,I will come to you,17,10846579
Jin,With the Clouds,18,10455246
Jin,"To Me, Today",19,10049358
Jin,Close to You,20,13974749
Two Door Cinema Club,What You Know,1,26469334
Two Door Cinema Club,Undercover Martyn,2,16255341
Two Door Cinema Club,Something Good Can Work,3,11471159
Two Door Cinema Club,I Can Talk,4,7497485
Two Door Cinema Club,Cigarettes in the Theatre,5,5263652
Two Door Cinema Club,Sun,6,4966073
Two Door Cinema Club,This Is the Life,7,4067833
Two Door Cinema Club,Come Back Home,8,4236521
Two Door Cinema Club,"Eat That Up, It's Good for You",9,3490001
Two Door Cinema Club,Sleep Alone,10,3121882
Two Door Cinema Club,You're Not Stubborn,11,2458710
Two Door Cinema Club,Next Year,12,2389698
Two Door Cinema Club,Changing of the Seasons,13,2169736
Two Door Cinema Club,Do You Want It All?,14,1706911
Two Door Cinema Club,Handshake,15,1962896
Two Door Cinema Club,Are We Ready? (Wreck),16,1653803
Two Door Cinema Club,Someday,17,1380853
Two Door Cinema Club,Wake Up,18,1230555
Two Door Cinema Club,Settle,19,975303
Two Door Cinema Club,Spring,20,918869
Fiona Apple,Paper Bag,1,13960915
Fiona Apple,Criminal,2,8171802
Fiona Apple,I Want You to Love Me,3,9024385
Fiona Apple,I Know,4,7083752
Fiona Apple,Sleep to Dream,5,4545096
Fiona Apple,Across the Universe,6,5189640
Fiona Apple,Fast as You Can,7,4932763
Fiona Apple,The First Taste,8,5598521
Fiona Apple,Get Gone,9,6023412
Fiona Apple,Shadowboxer,10,4128932
Fiona Apple,Sullen Girl,11,3904875
Fiona Apple,Limp,12,4545240
Fiona Apple,On the Bound,13,3894665
Fiona Apple,Slow Like Honey,14,2799423
Fiona Apple,A Mistake,15,3693021
Fiona Apple,Extraordinary Machine,16,2883269
Fiona Apple,The Way Things Are,17,3649707
Fiona Apple,Under the Table,18,3919752
Fiona Apple,To Your Love,19,3123592
Fiona Apple,Love Ridden,20,2934501
Nickelback,How You Remind Me,1,16136150
Nickelback,Rockstar,2,7675488
Nickelback,Far Away,3,7455478
Nickelback,Photograph,4,5768123
Nickelback,Someday,5,5473981
Nickelback,Savin' Me,6,6012149
Nickelback,Burn It To The Ground,7,5764092
Nickelback,If Everyone Cared,8,4832852
Nickelback,Animals,9,4491148
Nickelback,If Today Was Your Last Day,10,3820569
Nickelback,Too Bad,11,2443001
Nickelback,Gotta Be Somebody,12,3775467
Nickelback,When We Stand Together,13,2980673
Nickelback,Something In Your Mouth,14,2903979
Nickelback,Never Again,15,1642429
Nickelback,Next Contestant,16,2011260
Nickelback,Figured You Out,17,1753304
Nickelback,Never Gonna Be Alone,18,2311987
Nickelback,Fight For All The Wrong Reasons,19,1523356
Nickelback,Follow You Home,20,1574598
The All-American Rejects,Dirty Little Secret,1,13011658
The All-American Rejects,Gives You Hell,2,12126586
The All-American Rejects,Move Along,3,8604694
The All-American Rejects,"Swing, Swing",4,4365559
The All-American Rejects,It Ends Tonight,5,4884791
The All-American Rejects,My Paper Heart,6,1877629
The All-American Rejects,Stab My Back,7,2056449
The All-American Rejects,I Wanna,8,2119005
The All-American Rejects,Top of the World,9,1808970
The All-American Rejects,Dance Inside,10,1895122
The All-American Rejects,Night Drive,11,1550812
The All-American Rejects,Change Your Mind,12,1447861
The All-American Rejects,The Last Song,13,1210146
The All-American Rejects,Can't Take It,14,1364151
The All-American Rejects,One More Sad Song,15,980144
The All-American Rejects,I'm Waiting,16,1008674
The All-American Rejects,Real World,17,1124645
The All-American Rejects,Your Star,18,816242
The All-American Rejects,Time Stands Still,19,837486
The All-American Rejects,Too Far Gone,20,721202
Disclosure,Latch,1,13366213
Disclosure,You & Me - Flume Remix,2,4870615
Disclosure,White Noise,3,3627496
Disclosure,Magnets,4,3638141
Disclosure,Help Me Lose My Mind,5,2599974
Disclosure,When a Fire Starts to Burn,6,2241875
Disclosure,F for You,7,2024929
Disclosure,"She’s Gone, Dance On",8,1640513
Disclosure,You & Me - Rivo Remix,9,1356126
Disclosure,Omen - Radio Edit,10,1224436
Disclosure,Omen,11,1224681
Disclosure,You & Me,12,944280
Disclosure,Intro,13,728871
Disclosure,Stimulation,14,745393
Disclosure,Second Chance,15,663949
Disclosure,Nocturnal,16,892116
Disclosure,Tondo,17,935468
Disclosure,Grab Her!,18,605640
Disclosure,Defeated No More,19,660962
Disclosure,What's in Your Head,20,680471
Queens of the Stone Age,No One Knows,1,18470626
Queens of the Stone Age,Go With the Flow,2,15552661
Queens of the Stone Age,Little Sister,3,8659694
Queens of the Stone Age,Make It Wit Chu,4,7241826
Queens of the Stone Age,First It Giveth,5,5786582
Queens of the Stone Age,3's & 7's,6,5279317
Queens of the Stone Age,I Sat by the Ocean,7,5929094
Queens of the Stone Age,The Lost Art of Keeping a Secret,8,4511488
Queens of the Stone Age,In My Head,9,4384868
Queens of the Stone Age,Feel Good Hit of the Summer,10,3813131
Queens of the Stone Age,Gonna Leave You,11,3297196
Queens of the Stone Age,Song For The Dead,12,4230699
Queens of the Stone Age,Do It Again,13,2910415
Queens of the Stone Age,Another Love Song,14,2666760
Queens of the Stone Age,Burn the Witch,15,3162209
Queens of the Stone Age,The Sky Is Fallin',16,2756604
Queens of the Stone Age,Six Shooter,17,2331556
Queens of the Stone Age,Mosquito Song,18,2419359
Queens of the Stone Age,Medication,19,2629037
Queens of the Stone Age,My God Is the Sun,20,3573469
Rauw Alejandro,Qué Pasaría...,1,5331332
Rauw Alejandro,Todo De Ti,2,4953125
Rauw Alejandro,LOKERA,3,4069650
Rauw Alejandro,Desesperados,4,3676324
Rauw Alejandro,DILUVIO,5,3083940
Rauw Alejandro,Cúrame,6,2633923
Rauw Alejandro,El Efecto,7,1960772
Rauw Alejandro,Khé?,8,2587079
Rauw Alejandro,Desenfocao',9,3434018
Rauw Alejandro,La Old Skul,10,2222116
Rauw Alejandro,Tú Con Él,11,1431475
Rauw Alejandro,PUNTO 40,12,2132506
Rauw Alejandro,Dile a El,13,1691411
Rauw Alejandro,BABY HELLO,14,1512866
Rauw Alejandro,2/Catorce,15,1385444
Rauw Alejandro,Algo Mágico,16,1184251
Rauw Alejandro,Sexo Virtual,17,1436099
Rauw Alejandro,Aquel Nap ZzZz,18,1392362
Rauw Alejandro,Reloj,19,927760
Rauw Alejandro,Fantasias,20,695276
Mother Mother,Hayloft,1,10402093
Mother Mother,Burning Pile,2,7659089
Mother Mother,Verbatim,3,7957941
Mother Mother,Arms Tonite,4,6359514
Mother Mother,Oh Ana,5,5892472
Mother Mother,Hayloft II,6,6424226
Mother Mother,Body,7,4827864
Mother Mother,Ghosting,8,4468112
Mother Mother,Wrecking Ball,9,4069393
Mother Mother,Problems,10,3453106
Mother Mother,O My Heart,11,1284320
Mother Mother,It's Alright,12,1475898
Mother Mother,Little Pistol,13,1209439
Mother Mother,Oleander,14,1157050
Mother Mother,Body of Years,15,865728
Mother Mother,Wisdom,16,864183
Mother Mother,Back In School,17,762758
Mother Mother,Bit By Bit,18,874113
Mother Mother,The Stand,19,907868
Mother Mother,Dirty Town,20,663579
V,Love Me Again,1,140870630
V,Sweet Night,2,51249063
V,Slow Dancing,3,72429728
V,Rainy Days,4,46549869
V,Christmas Tree,5,65044361
V,FRI(END)S,6,92197013
V,It's Definitely You,7,15216667
V,For Us,8,22339245
V,Blue,9,22635948
V,Slow Dancing (Piano Ver.),10,20157314
V,Winter Bear,11,7513537
V,Snow Flower (feat. Peakboy),12,4796369
V,Winter Ahead (with PARK HYO SHIN),13,114538658
V,Scenery,14,5709698
V,It′s Definitely You,15,1912581
V,White Christmas (with V of BTS),16,13495250
V,FRI(END)S (Sped Up),17,3983349
V,Christmas Tree - Inst.,18,3900752
V,It's Definitely You - Instrumental,19,1537939
V,FRI(END)S (Slowed Down),20,3496244
Avicii,Wake Me Up,1,13737143
Avicii,The Nights,2,10104940
Avicii,Hey Brother,3,7609920
Avicii,Waiting for Love,4,7839975
Avicii,Levels - Radio Edit,5,6332583
Avicii,Addicted to You,6,4637652
Avicii,You Make Me,7,3151143
Avicii,Without You (feat. Sandro Cavazza),8,3976689
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,9,2602040
Avicii,Levels,10,2392949
Avicii,Lonely Together (feat. Rita Ora),11,2626241
Avicii,The Days,12,2015590
Avicii,Silhouettes - Original Radio Edit,13,1656369
Avicii,Wake Me Up - Radio Edit,14,1835695
Avicii,SOS (feat. Aloe Blacc),15,1887276
Avicii,For A Better Day,16,1435345
Avicii,Levels - Original Version,17,908595
Avicii,Heaven,18,1252218
Avicii,LEVELS - Skrillex Remix,19,916220
Avicii,I Could Be The One [Avicii vs Nicky Romero] - Nicktim - Radio Edit,20,999326
Soundgarden,Black Hole Sun,1,22820947
Soundgarden,Fell on Black Days,2,6869955
Soundgarden,Spoonman,3,5385457
Soundgarden,The Day I Tried to Live,4,3522971
Soundgarden,My Wave,5,1985482
Soundgarden,Rusty Cage,6,2158960
Soundgarden,Let Me Drown,7,1987201
Soundgarden,Burden in My Hand,8,2457758
Soundgarden,Superunknown,9,1929992
Soundgarden,Outshined,10,2019341
Soundgarden,4th of July,11,2459183
Soundgarden,Mailman,12,1671198
Soundgarden,Pretty Noose,13,1911720
Soundgarden,Blow Up the Outside World,14,2072178
Soundgarden,Head Down,15,1390835
Soundgarden,Limo Wreck,16,1310698
Soundgarden,Kickstand,17,1176406
Soundgarden,Fresh Tendrils,18,1127610
Soundgarden,Like Suicide,19,1158291
Soundgarden,Half,20,871507
Kehlani,Gangsta,1,4326397
Kehlani,Nights Like This (feat. Ty Dolla $ign),2,5454991
Kehlani,Folded,3,5066172
Kehlani,Honey,4,2772778
Kehlani,Toxic,5,2824337
Kehlani,After Hours,6,2885335
Kehlani,Distraction,7,2055036
Kehlani,Can I,8,2176276
Kehlani,Water,9,1631247
Kehlani,up at night (feat. Justin Bieber),10,1210201
Kehlani,Feels,11,1071113
Kehlani,Can You Blame Me (feat. Lucky Daye),12,1204882
Kehlani,everything,13,1174162
Kehlani,altar,14,1242596
Kehlani,CRZY,15,853898
Kehlani,The Way (feat. Chance the Rapper),16,666881
Kehlani,Hate the Club (feat. Masego),17,1049214
Kehlani,melt,18,1060088
Kehlani,F&MU,19,814117
Kehlani,Keep On,20,720150
Massive Attack,Teardrop,1,18373335
Massive Attack,Angel,2,15373415
Massive Attack,Inertia Creeps,3,6009142
Massive Attack,Risingson,4,6082066
Massive Attack,Black Milk,5,5494234
Massive Attack,Dissolved Girl,6,5515047
Massive Attack,Paradise Circus,7,7172999
Massive Attack,Exchange,8,4137404
Massive Attack,Man Next Door,9,3768660
Massive Attack,Protection,10,3635074
Massive Attack,Unfinished Sympathy,11,3852001
Massive Attack,Mezzanine,12,3430775
Massive Attack,Karmacoma,13,3281262
Massive Attack,Group Four,14,2946405
Massive Attack,Safe From Harm,15,2756976
Massive Attack,(Exchange),16,1966283
Massive Attack,Future Proof,17,2203238
Massive Attack,What Your Soul Sings,18,1986527
Massive Attack,Butterfly Caught,19,2135402
Massive Attack,Sly,20,1729296
Clean Bandit,Rather Be (feat. Jess Glynne),1,11475748
Clean Bandit,Symphony (feat. Zara Larsson),2,7114335
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),3,5069172
Clean Bandit,Solo (feat. Demi Lovato),4,5230165
Clean Bandit,I Miss You (feat. Julia Michaels),5,1929348
Clean Bandit,Baby (feat. MARINA & Luis Fonsi),6,2156472
Clean Bandit,Tick Tock (feat. 24kGoldn),7,1315299
Clean Bandit,Rather Be feat. Jess Glynne,8,1234715
Clean Bandit,Tears (feat. Louisa Johnson),9,1119724
Clean Bandit,Real Love,10,808947
Clean Bandit,Mama (feat. Ellie Goulding),11,535270
Clean Bandit,Drive (feat. Wes Nelson),12,467003
Clean Bandit,Disconnect,13,630033
Clean Bandit,Symphony,14,386619
Clean Bandit,Cry Baby,15,290516
Clean Bandit,Stronger,16,383916
Clean Bandit,Playboy Style (feat. Charli XCX & Bhad Bhabie),17,376604
Clean Bandit,Higher (feat. iann dior),18,414814
Clean Bandit,Dust Clears,19,287134
Clean Bandit,Extraordinary (feat. Sharna Bass),20,327165
Bee Gees,Stayin' Alive,1,6325452
Bee Gees,More Than a Woman,2,6959472
Bee Gees,How Deep Is Your Love,3,7046843
Bee Gees,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",4,2967775
Bee Gees,Stayin Alive,5,3549070
Bee Gees,"Night Fever - From ""Saturday Night Fever"" Soundtrack",6,3426305
Bee Gees,You Should Be Dancing,7,2101484
Bee Gees,Tragedy,8,2298579
Bee Gees,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",9,2896860
Bee Gees,To Love Somebody,10,1414249
Bee Gees,I Started a Joke,11,1486214
Bee Gees,Too Much Heaven,12,1328104
Bee Gees,Night Fever,13,1175052
Bee Gees,Jive Talkin',14,826898
Bee Gees,Massachusetts,15,786171
Bee Gees,You Win Again,16,1002216
Bee Gees,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",17,799922
Bee Gees,Words,18,627427
Bee Gees,Love You Inside Out,19,722816
Bee Gees,More Than A Woman - SG's Paradise Edit,20,650122
Creedence Clearwater Revival,Fortunate Son,1,18032571
Creedence Clearwater Revival,Have You Ever Seen the Rain,2,12841284
Creedence Clearwater Revival,Bad Moon Rising,3,10799106
Creedence Clearwater Revival,Proud Mary,4,5111518
Creedence Clearwater Revival,Green River,5,4773916
Creedence Clearwater Revival,Up Around the Bend,6,4541950
Creedence Clearwater Revival,Down on the Corner,7,4504856
Creedence Clearwater Revival,Who'll Stop the Rain,8,3964741
Creedence Clearwater Revival,Lookin' Out My Back Door,9,4062313
Creedence Clearwater Revival,Run Through the Jungle,10,3904589
Creedence Clearwater Revival,I Put a Spell on You,11,2470963
Creedence Clearwater Revival,Lodi,12,2354690
Creedence Clearwater Revival,Born on the Bayou,13,2351717
Creedence Clearwater Revival,Have You Ever Seen the Rain?,14,2530091
Creedence Clearwater Revival,Travelin' Band,15,2142381
Creedence Clearwater Revival,Long As I Can See the Light,16,2093925
Creedence Clearwater Revival,I Heard It Through the Grapevine,17,1854309
Creedence Clearwater Revival,Cotton Fields,18,1772680
Creedence Clearwater Revival,Hey Tonight,19,1552975
Creedence Clearwater Revival,Commotion,20,1313640
Timbaland,The Way I Are,1,14739784
Timbaland,Apologize,2,5605023
Timbaland,Give It To Me,3,5950369
Timbaland,If We Ever Meet Again (Featuring Katy Perry),4,2067637
Timbaland,Carry Out (Featuring Justin Timberlake),5,1911364
Timbaland,Apologize (feat. One Republic),6,2029207
Timbaland,Say Something (Featuring Drake),7,1080438
Timbaland,Morning After Dark (Featuring Nelly Furtado & SoShy),8,1035625
Timbaland,Oh Timbaland,9,709836
Timbaland,Bounce,10,603423
Timbaland,Scream,11,472897
Timbaland,Way I Are (feat. Keri Hilson & D.O.E.),12,1135894
Timbaland,If We Ever Meet Again,13,559021
Timbaland,Give It to Me (feat. Nelly Furtado & Justin Timberlake),14,675089
Timbaland,Scream (feat. Keri Hilson & Nicole Scherzinger),15,636862
Timbaland,Release (feat. Justin Timberlake),16,481043
Timbaland,Lose Control (Featuring JoJo),17,328499
Timbaland,"Bounce (Feat. Dr. Dre, Missy Elliott, Justin Timberlake)",18,415678
Timbaland,Throw It On Me (feat. The Hives),19,405652
Timbaland,Carry Out (feat. Justin Timberlake),20,627062
Khalid,Young Dumb & Broke,1,8462942
Khalid,Location,2,7456587
Khalid,Better,3,8548555
Khalid,8TEEN,4,5773827
Khalid,Love Lies (with Normani),5,3588610
Khalid,Talk (feat. Disclosure),6,2258949
Khalid,Saturday Nights,7,3221686
Khalid,Talk,8,2683128
Khalid,OTW,9,3122059
Khalid,Coaster,10,2604052
Khalid,The Ways (with Swae Lee),11,2005920
Khalid,Saved,12,2342916
Khalid,Know Your Worth,13,1635263
Khalid,American Teen,14,1793016
Khalid,Outta My Head (with John Mayer),15,1523396
Khalid,Love Lies,16,959026
Khalid,Another Sad Love Song,17,1342325
Khalid,My Bad,18,1214202
Khalid,Up All Night,19,881517
Khalid,Shot Down,20,1009843
Metric,Black Sheep - Brie Larson Vocal Version,1,9317753
Metric,Help I'm Alive,2,6373560
Metric,Black Sheep,3,6400273
Metric,Gold Guns Girls,4,4535190
Metric,Combat Baby,5,3633722
Metric,Gimme Sympathy,6,3874374
Metric,Dead Disco,7,2559651
Metric,Sick Muse,8,2596883
Metric,Succexy,9,1822021
Metric,Monster Hospital,10,1828501
Metric,Satellite Mind,11,2291247
Metric,Lost Kitten,12,3022102
Metric,Collect Call,13,1943619
Metric,Twilight Galaxy,14,1834299
Metric,Love Is a Place,15,1228247
Metric,Wet Blanket,16,1328466
Metric,Poster of a Girl,17,1480990
Metric,Blindness,18,1654827
Metric,Hustle Rose,19,1264100
Metric,Empty,20,1298976
Jamiroquai,Virtual Insanity,1,5592638
Jamiroquai,Canned Heat,2,5504583
Jamiroquai,Little L,3,3548181
Jamiroquai,Seven Days in Sunny June,4,3594951
Jamiroquai,Cosmic Girl,5,2941492
Jamiroquai,Virtual Insanity - Remastered 2006,6,3087298
Jamiroquai,Space Cowboy,7,2639743
Jamiroquai,You Give Me Something,8,2448684
Jamiroquai,Virtual Insanity - Remastered,9,3229242
Jamiroquai,Cosmic Girl - Remastered 2013,10,1846839
Jamiroquai,Deeper Underground,11,1533570
Jamiroquai,Too Young to Die,12,1582877
Jamiroquai,Corner of the Earth,13,1503481
Jamiroquai,Alright,14,1454264
Jamiroquai,Love Foolosophy,15,1591606
Jamiroquai,Feels Just Like It Should,16,1313938
Jamiroquai,Blow Your Mind,17,1187984
Jamiroquai,Emergency on Planet Earth,18,1189065
Jamiroquai,High Times,19,943476
Jamiroquai,(Don't) Give Hate a Chance,20,1153272
Tyla,Water,1,11021173
Tyla,PUSH 2 START,2,8087411
Tyla,Truth or dare,3,4953890
Tyla,CHANEL,4,3923036
Tyla,Jump,5,3328050
Tyla,ART,6,2685001
Tyla,Water - Remix,7,981536
Tyla,IS IT,8,2245411
Tyla,No.1 (feat. Tems),9,1397382
Tyla,Safer,10,1419868
Tyla,BLISS,11,1388348
Tyla,On and On,12,1065363
Tyla,Butterflies,13,970705
Tyla,Breathe Me,14,1013994
Tyla,Intro,15,514420
Tyla,On My Body,16,710769
Tyla,To Last,17,588683
Tyla,DYNAMITE,18,533703
Tyla,Back To You,19,538213
Tyla,Priorities,20,509068
Avenged Sevenfold,Bat Country,1,9547830
Avenged Sevenfold,Afterlife,2,9574058
Avenged Sevenfold,Nightmare,3,8796535
Avenged Sevenfold,Hail to the King,4,7907194
Avenged Sevenfold,Almost Easy,5,7325795
Avenged Sevenfold,Unholy Confessions,6,6444953
Avenged Sevenfold,A Little Piece of Heaven,7,7344145
Avenged Sevenfold,Beast and the Harlot,8,5745604
Avenged Sevenfold,Scream,9,4591288
Avenged Sevenfold,Critical Acclaim,10,5306559
Avenged Sevenfold,Dear God,11,4999263
Avenged Sevenfold,Seize the Day,12,5584869
Avenged Sevenfold,Welcome to the Family,13,5226777
