week_date,artist,track,streams,position,weeks_on_chart,viral_hit,uri
2023-07-27,"KAROL G, Shakira",TQG,14026566,43,22,False,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf
2023-07-27,Taylor Swift,Style,14017512,44,19,False,spotify:track:0ug5NqcwcFR2xrfTkc7k8e
2023-07-27,"The Weeknd, Ariana Grande",Die For You (with Ariana Grande) - Remix,13823903,45,22,False,spotify:track:4W4fNrZYkobj539TOWsLO2
2023-07-27,OneRepublic,I Ain't Worried,13792824,46,60,False,spotify:track:4fYte8ZvTK14NEhAOZocBi
2023-07-27,Fuerza Regida,TQM,13711259,47,10,False,spotify:track:368eeEO3Y2uZUQ6S5oIjcu
2023-07-27,"LIT killah, Tiago PZK, Maria Becerra, Duki, Emilia, Rusherking, Big One, FMK",Los del Espacio,13676463,48,8,False,spotify:track:1Hs1uUl8o2VtDp1DABFq0O
2023-07-27,The Weeknd,Die For You,13628636,49,76,False,spotify:track:2LBqCSwhJGcFQeTHMVGwy3
2023-07-27,Miley Cyrus,Angels Like You,13544641,50,19,False,spotify:track:1daDRI9ahBonbWD8YcxOIB
2023-07-27,"Yahritza Y Su Esencia, Grupo Frontera",Frágil,13472161,51,15,False,spotify:track:4JdSXF2p71cr8uCY3UiJM0
2023-07-27,Peggy Gou,(It Goes Like) Nanana - Edit,13464483,52,5,False,spotify:track:23RoR84KodL5HWvUTneQ1w
2023-07-27,"Junior H, Peso Pluma",El Azul,13415047,53,22,False,spotify:track:1haJsMtoBhHfvuM7XWuT3W
2023-07-27,"ROSALÍA, Rauw Alejandro",BESO,13201860,54,18,False,spotify:track:609E1JCInJncactoMmkDon
2023-07-27,"The Weeknd, Daft Punk",Starboy,13060115,55,147,False,spotify:track:7MXVkk9YMctZqd1Srtv4MB
2023-07-27,Taylor Swift,I Can See You (Taylor’s Version) (From The Vault),12774109,56,3,False,spotify:track:5kHMfzgLZP95O9NBy0ku4v
2023-07-27,Kali Uchis,Moonlight,12759649,57,20,False,spotify:track:0JmnkIqdlnUzPaf8sqBRs3
2023-07-27,"David Guetta, Anne-Marie, Coi Leray",Baby Don't Hurt Me,12673167,58,16,False,spotify:track:3BKD1PwArikchz2Zrlp1qi
2023-07-27,Tom Odell,Another Love,12354685,59,120,False,spotify:track:7jtQIBanIiJOMS6RyCx6jZ
2023-07-27,Taylor Swift,cardigan,12346856,60,31,False,spotify:track:4R2kfaDFhslZEMJqAFNpdd
2023-07-27,"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,12102145,61,25,False,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv
2023-07-27,Manuel Turizo,La Bachata,12009081,62,56,False,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ
2023-07-27,"DENNIS, MC Kevin o Chris",Tá OK,11847190,63,8,False,spotify:track:0fABszUFNbNq9IW503Gj8v
2023-07-27,The Weeknd,Blinding Lights,11744781,64,191,False,spotify:track:0VjIjW4GlUZAMYd2vXMi3b
2023-07-27,NewJeans,ASAP,11724653,65,1,False,spotify:track:5fpyAakgFOm4YTXkgfPzvV
2023-07-27,Coldplay,Yellow,11671694,66,136,False,spotify:track:3AJwUDP919kvQ9QcozQPxg
2023-07-27,KAROL G,AMARGURA,11424774,67,10,False,spotify:track:505v13epFXodT9fVAJ6h8k
2023-07-27,Coldplay,Viva La Vida,11394231,68,48,False,spotify:track:1mea3bSkSGXuIRvnydlB5b
2023-07-27,The Neighbourhood,Sweater Weather,11328799,69,152,False,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6
2023-07-27,JVKE,golden hour,11326934,70,48,False,spotify:track:5odlY52u43F5BjByhxg7wg
2023-07-27,"Sky Rompiendo, Feid, Myke Towers",El Cielo,11308727,71,8,False,spotify:track:4PA1wK0leCjmRZlP5dQ8Lv
2023-07-27,Glass Animals,Heat Waves,11145124,72,135,False,spotify:track:3USxtqRwSYz57Ewm6wWRMp
2023-07-27,Charli xcx,Speed Drive (From Barbie The Album),11115785,73,1,False,spotify:track:5VxmI3IdgAxWVvUnJoLuY2
2023-07-27,d4vd,Here With Me,11093634,74,39,False,spotify:track:0dS2u2UFd88TIzDDaZDLvS
2023-07-27,Libianca,People,11041951,75,28,False,spotify:track:26b3oVLrRUaaybJulow9kz
2023-07-27,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),11004577,76,107,False,spotify:track:567e29TDzLwZwfDuEpGTwo
2023-07-27,Taylor Swift,Karma,10991606,77,22,False,spotify:track:7KokYm8cMIXCsGVmUvKtqf
2023-07-27,"Stephen Sanchez, Em Beihold",Until I Found You (with Em Beihold) - Em Beihold Version,10918647,78,34,False,spotify:track:1Y3LN4zO1Edc2EluIoSPJN
2023-07-27,"Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52/66",10842835,79,55,False,spotify:track:2tTmW7RDtMQtBk7m2rYeSw
2023-07-27,"Noah Kahan, Post Malone",Dial Drunk (with Post Malone),10782828,80,1,False,spotify:track:22VHOlVYBqytsrAqV8yXBK
2023-07-27,KAROL G,S91,10744912,81,2,False,spotify:track:7EpOXgSRgnglRWr86pZfGU
2023-07-27,Luke Combs,Fast Car,10731099,82,16,False,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT
2023-07-27,"Mc Livinho, DJ Matt D",Novidade na Área,10730990,83,4,False,spotify:track:2uhw2oYbugGJbn10wipNX5
2023-07-27,Vance Joy,Riptide,10674249,84,128,False,spotify:track:7yq4Qj7cqayVTp3FF9CWbm
2023-07-27,"Ozuna, Feid",Hey Mor,10629616,85,41,False,spotify:track:1zsPaEkglFvxjAhrM8yhpr
2023-07-27,NewJeans,Get Up,10571427,86,1,False,spotify:track:1wUnuiXMMvhudmzvcCtlZP
2023-07-27,Lewis Capaldi,Someone You Loved,10388275,87,237,False,spotify:track:7qEHsqek33rTcFNT9PFqLf
2023-07-27,"Bad Bunny, Chencho Corleone",Me Porto Bonito,10373727,88,64,False,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx
2023-07-27,"Rauw Alejandro, Bizarrap",BABY HELLO,10302915,89,5,False,spotify:track:21N77gfWYoQDvrLvaeiQgi
2023-07-27,"Marshmello, Manuel Turizo",El Merengue,10281903,90,21,False,spotify:track:51FvjPEGKq2zByeeEQ43V9
2023-07-27,Lana Del Rey,Summertime Sadness,10276986,91,50,False,spotify:track:1FEiijYPJtyswChfcpv3p0
2023-07-27,"S3BZS, Mc Gw, Mc Menor Do Alvorada",MONTAGEM - PR FUNK,10269495,92,5,False,spotify:track:6njJR3OIp3oA0Kc4aC9Tzf
2023-07-27,Doechii,What It Is (Solo Version),10217361,93,7,False,spotify:track:73RbfOTJIjHzi2pcVHjeHM
2023-07-27,Sabrina Carpenter,Nonsense,10144187,94,28,False,spotify:track:6dgUya35uo964z7GZXM07g
2023-07-27,Carín León,Primera Cita,10112874,95,4,False,spotify:track:25OeKzcqakFPaJlXHPE5lm
2023-07-27,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),10049667,96,44,False,spotify:track:0NZPBYD5qbEWRs3PrGiRkT
2023-07-27,"Yandel, Feid",Yandel 150,9989899,97,29,False,spotify:track:4FAKtPVycI4DxoOHC01YqD
2023-07-27,Lana Del Rey,Say Yes To Heaven,9983292,98,10,False,spotify:track:6GGtHZgBycCgGBUhZo81xe
2023-07-27,SZA,Snooze,9835012,99,31,False,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2
2023-07-27,Ruth B.,Dandelions,9821063,100,102,False,spotify:track:2eAvDnpXP5W0cVtiI0PUxV
2023-07-27,"Lil Durk, J. Cole",All My Life (feat. J. Cole),9791009,101,11,False,spotify:track:6T7FXSuXykeGktMLGp8WgE
2023-07-27,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,9782153,102,102,False,spotify:track:6JIC3hbC28JZKZ8AlAqX8h
2023-07-27,Ryan Gosling,I'm Just Ken (From Barbie The Album),9745816,103,1,False,spotify:track:7jPdqwZug0ovtDZsY5uK4T
2023-07-27,"Eladio Carrion, Bad Bunny",Coco Chanel,9724272,104,19,False,spotify:track:0PB0O24JqAuNdOAFVJljMS
2023-07-27,Taylor Swift,Don’t Blame Me,9655809,105,49,False,spotify:track:1R0a2iXumgCiFb7HEZ7gUE
2023-07-27,Maria Becerra,CORAZÓN VACÍO,9638057,106,5,False,spotify:track:3oNnzH6hmqIGIhJ1NcHlrh
2023-07-27,Jain,Makeba,9630636,107,7,False,spotify:track:5JdLUE9D743ob2RtgmVpVx
2023-07-27,Taylor Swift,Lover,9552350,108,25,False,spotify:track:1dGr1c8CrMLDpV6mPbImSI
2023-07-27,Tears For Fears,Everybody Wants To Rule The World,9497926,109,46,False,spotify:track:4RvWPyQ5RL0ao9LPZeSouE
2023-07-27,Taylor Swift,august,9493676,110,25,False,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K
2023-07-27,Imagine Dragons,Bones,9398703,111,72,False,spotify:track:54ipXppHLA8U4yqpOFTUhr
2023-07-27,Eminem,Mockingbird,9391640,112,41,False,spotify:track:561jH07mF1jHuk7KlaeF0s
2023-07-27,Adele,Set Fire to the Rain,9381452,113,33,False,spotify:track:7j4OmvkjRz0PrjFADlHfQx
2023-07-27,"Metro Boomin, Future, Don Toliver",Too Many Nights (feat. Don Toliver & with Future),9377814,114,23,False,spotify:track:2Hh3ETdQKrmSI3QS0hme7g
2023-07-27,"Kendrick Lamar, Jay Rock",Money Trees,9358515,115,28,False,spotify:track:2HbKqm4o0w5wEeEFXm2sD4
2023-07-27,Post Malone,Chemical,9308302,116,15,False,spotify:track:5w40ZYhbBMAlHYNDaVJIUu
2023-07-27,"Sebastian Yatra, Manuel Turizo, Beéle",Vagabundo,9302744,117,10,False,spotify:track:1MB8kTH7VKvAMfL9SHgJmG
2023-07-27,J. Cole,No Role Modelz,9273065,118,105,False,spotify:track:68Dni7IE4VyPkTOH9mRWHr
2023-07-27,NewJeans,OMG,9218613,119,30,False,spotify:track:65FftemJ1DbbZ45DUfHJXE
2023-07-27,Loreen,Tattoo,9204787,120,11,False,spotify:track:1DmW5Ep6ywYwxc2HMT5BG6
2023-07-27,Harry Styles,Watermelon Sugar,9169135,121,193,False,spotify:track:6UelLqGlWMcVH1E5c4H7lY
2023-07-27,Taylor Swift,Enchanted (Taylor's Version),9076274,122,3,False,spotify:track:3sW3oSbzsfecv9XoUdGs7h
2023-07-27,"Peso Pluma, Jasiel Nuñez",LAGUNAS,9033436,123,5,False,spotify:track:3HOKxuTDmNVmIlCIpBiD8m
2023-07-27,"Billie Eilish, Khalid",lovely (with Khalid),9024803,124,275,False,spotify:track:0u2P5u6lvoDfwTYjAADbn4
2023-07-27,Lana Del Rey,Radio,8945474,125,5,False,spotify:track:0PZ04XgQ14FmKZBg3Gxlhr
2023-07-27,"Calvin Harris, Ellie Goulding",Miracle (with Ellie Goulding),8937103,126,20,False,spotify:track:5eTaQYBE1yrActixMAeLcZ
2023-07-27,d4vd,Romantic Homicide,8868224,127,47,False,spotify:track:1xK59OXxi2TAAAbmZK0kBL
2023-07-27,Lord Huron,The Night We Met,8851330,128,40,False,spotify:track:3hRV0jL3vUpRrcy398teAU
2023-07-27,Anggi Marito,Tak Segampang Itu,8850081,129,13,False,spotify:track:26cvTWJq2E1QqN4jyH2OTU
2023-07-27,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,8824713,130,64,False,spotify:track:3k3NWokhRRkEPhCzPmV8TW
2023-07-27,Ed Sheeran,Perfect,8756252,131,332,False,spotify:track:0tgVpDi06FyKpA1z0VMD4v
2023-07-27,Peso Pluma,Por Las Noches,8753864,132,22,False,spotify:track:2VzCjpKvPB1l1tqLndtAQa
2023-07-27,Imagine Dragons,Believer,8717895,133,338,False,spotify:track:0pqnGHJpmpxLKifKRmU6WP
2023-07-27,"Carín León, Grupo Frontera",Que Vuelvas,8690784,134,30,False,spotify:track:6Um358vY92UBv5DloTRX9L
2023-07-27,New West,Those Eyes,8677667,135,30,False,spotify:track:50x1Ic8CaXkYNvjmxe3WXy
2023-07-27,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),8674419,136,76,False,spotify:track:22skzmqfdWrjJylampe0kt
2023-07-27,"Metro Boomin, Travis Scott, Young Thug",Trance (with Travis Scott & Young Thug),8655927,137,22,False,spotify:track:5wG3HvLhF6Y5KTGlK0IW3J
2023-07-27,Eminem,Without Me,8628213,138,96,False,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk
2023-07-27,"Vulgo FK, MC PH, Veigh, Pedro Lotto, Fepache",Ballena,8621806,139,1,False,spotify:track:1Vy9Wn5sbiduZKBqBlH3Mc
2023-07-27,"Bizarrap, Shakira","Shakira: Bzrp Music Sessions, Vol. 53/66",8615870,140,29,False,spotify:track:4nrPB8O7Y7wsOCJdgXkthe
2023-07-27,Feid,Feliz Cumpleaños Ferxxo,8613855,141,49,False,spotify:track:2CeKVsFFXG4QzA415QygGb
2023-07-27,Arctic Monkeys,505,8604254,142,82,False,spotify:track:58ge6dfP91o9oXMzq3XkIS
2023-07-27,"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),8572444,143,52,False,spotify:track:5Odq8ohlgIbQKMZivbWkEo
2023-07-27,"Milo j, Taiu",Rara Vez,8561191,144,22,False,spotify:track:7MVIfkyzuUmQ716j8U7yGR
2023-07-27,"Ryan Castro, Peso Pluma, SOG",QUEMA,8555878,145,2,False,spotify:track:2hn2zOA2XFlv6DSmesylrL
2023-07-27,OneRepublic,Counting Stars,8498032,146,119,False,spotify:track:2tpWsVSb9UEmDRxAl1zhX1
2023-07-27,"Veigh, Bvga Beatz, Prod Malax, Supernova Ent",Novo Balanço,8492649,147,9,False,spotify:track:4hKLzFvNwHF6dPosGT30ed
2023-07-27,"The Weeknd, Lana Del Rey",Stargirl Interlude,8464796,148,52,False,spotify:track:5gDWsRxpJ2lZAffh5p7K0w
2023-07-27,i-dle,Queencard,8451417,149,10,False,spotify:track:4uOBL4DDWWVx4RhYKlPbPC
2023-07-27,"Mc Pedrinho, DJ 900","Gol Bolinha, Gol Quadrado 2",8418530,150,4,False,spotify:track:0U9CZWq6umZsN432nh3WWT
2023-07-27,"Drake, 21 Savage",Jimmy Cooks (feat. 21 Savage),8357486,151,58,False,spotify:track:3F5CgOj3wFlRv51JsHbxhe
2023-07-27,Keane,Somewhere Only We Know,8330343,152,40,False,spotify:track:0ll8uFnc0nANY35E0Lfxvg
2023-07-27,Chino Pacas,El Gordo Trae El Mando,8291586,153,24,False,spotify:track:3kf0WdFOalKWBkCCLJo4mA
2023-07-27,Bruno Mars,Locked out of Heaven,8289712,154,59,False,spotify:track:5g7sDjBhZ4I3gcFIpkrLuI
2023-07-27,Arctic Monkeys,Why'd You Only Call Me When You're High?,8245704,155,86,False,spotify:track:086myS9r57YsLbJpU0TgK9
2023-07-27,Chris Brown,Under The Influence,8241226,156,53,False,spotify:track:5IgjP7X4th6nMNDh4akUHb
2023-07-27,Plan B,Es un Secreto,8224229,157,5,False,spotify:track:3KZCP2StVGdWkOKyRZNWA4
2023-07-27,"AgroPlay, Ana Castela",Nosso Quadro,8174436,158,23,False,spotify:track:4uqJelb9THHmJ3OCohg4ZJ
2023-07-27,Arctic Monkeys,Do I Wanna Know?,8160368,159,97,False,spotify:track:5FVd6KXrgO9B3JPmC8OPst
2023-07-27,"Don Omar, Lucenzo",Danza Kuduro,8143828,160,12,False,spotify:track:2a1o6ZejUi8U3wzzOtCOYw
2023-07-27,"Peso Pluma, Natanael Cano",PRC,8142488,161,26,False,spotify:track:0cNSq9T5l8gZnpY14rsTR2
2023-07-27,"Rihanna, Calvin Harris",We Found Love,8139204,162,24,False,spotify:track:1zv3WFUbZ5vPxFq9I2jAU1
2023-07-27,Peso Pluma,BYE,8122968,163,9,False,spotify:track:6f8wbdo8KU5ETWJA7lapgS
2023-07-27,Laufey,From The Start,8090053,164,1,False,spotify:track:1Ukxccao1BlWrPhYkcXbwZ
2023-07-27,Miguel,Sure Thing,8077856,165,33,False,spotify:track:0JXXNGljqupsJaZsgSbMZV
2023-07-27,Justin Bieber,Ghost,8031883,166,97,False,spotify:track:6I3mqTwhRpn34SLVafSH7G
2023-07-27,The Police,Every Breath You Take,8029947,167,88,False,spotify:track:1JSTJqkT5qHq8MDJnJbRE1
2023-07-27,Shubh,Cheques,8012435,168,2,False,spotify:track:4eBvRhTJ2AcxCsbfTUjoRp
2023-07-27,Ed Sheeran,Shape of You,7991584,169,327,False,spotify:track:7qiZfU4dY1lWllzX7mPBI3
2023-07-27,Taylor Swift,Back To December (Taylor's Version),7988422,170,3,False,spotify:track:79uDOz0zuuWS7HWxzMmTa2
2023-07-27,Daddy Yankee,Gasolina,7946922,171,5,False,spotify:track:228BxWXUYQPJrJYHDLOHkj
2023-07-27,"Big One, FMK, Ke Personajes",Un Finde | CROSSOVER #2,7944013,172,16,False,spotify:track:3tiJUOfAEqIrLFRQgGgdoY
2023-07-27,"Drake, Wizkid, Kyla",One Dance,7928603,173,153,False,spotify:track:1zi7xx7UVEFkmKfv06H8x0
2023-07-27,The Weeknd,Save Your Tears,7925646,174,137,False,spotify:track:5QO79kh1waicV47BqGRL3g
2023-07-27,Frank Ocean,Pink + White,7920979,175,10,False,spotify:track:3xKsf9qdS1CyvXSMEid6g8
2023-07-27,One Direction,Night Changes,7911345,176,60,False,spotify:track:5O2P9iiztwhomNh8xkR9lJ
2023-07-27,Cigarettes After Sex,Apocalypse,7899212,177,54,False,spotify:track:3AVrVz5rK8Hrqo9YGiVGN5
2023-07-27,Aqua,Barbie Girl,7898145,178,1,False,spotify:track:5ZrDlcxIDZyjOzHdYW1ydr
2023-07-27,James Arthur,Car's Outside,7889200,179,4,False,spotify:track:0otRX6Z89qKkHkQ9OqJpKt
2023-07-27,Alec Benjamin,Let Me Down Slowly,7887250,180,80,False,spotify:track:2qxmye6gAegTMjLKEBoR3d
2023-07-27,"Peso Pluma, Junior H",LUNA,7874405,181,5,False,spotify:track:3RA55zrRkyPK8Fd86hrMy8
2023-07-27,Bruno Mars,When I Was Your Man,7861240,182,48,False,spotify:track:0B7wvvmu9EISAwZnOpjhNI
2023-07-27,"The Chainsmokers, Coldplay",Something Just Like This,7783693,183,191,False,spotify:track:6RUKPb4LETWmmr3iAEQktW
2023-07-27,Natanael Cano,Mi Bello Angel,7768216,184,4,False,spotify:track:1oWkcc7hQdVYPQMyQ6AFov
2023-07-27,Rosa Linn,SNAP,7764425,185,55,False,spotify:track:6zJejIfVYLgjud3lTk4DLB
2023-07-27,"Metro Boomin, Swae Lee, NAV, A Boogie Wit da Hoodie","Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",7760702,186,8,False,spotify:track:5rurggqwwudn9clMdcchxT
2023-07-27,"Bizarrap, Rauw Alejandro","Rauw Alejandro: Bzrp Music Sessions, Vol. 56/66",7720950,187,5,False,spotify:track:2NFadq6pUeiVEihLvUlOSr
2023-07-27,The Weeknd,Reminder,7684917,188,33,False,spotify:track:37F0uwRSrdzkBiuj0D5UHI
2023-07-27,Taylor Swift,Shake It Off,7667898,189,12,False,spotify:track:0cqRj7pUJDkTCEsJkx8snD
2023-07-27,BTS,Take Two,7649992,190,7,False,spotify:track:5IAESfJjmOYu7cHyX557kz
2023-07-27,Ana Castela,Solteiro Forçado - Boiadeira Internacional,7622267,191,1,False,spotify:track:4Z2i41GDQyu3KRpBavEnyR
2023-07-27,Taylor Swift,Enchanted,7588640,192,30,False,spotify:track:3sqrvkNC6IPTIXvvbx9Arw
2023-07-27,Imagine Dragons,Demons,7582896,193,38,False,spotify:track:5qaEfEh1AtSdrdrByCP7qR
2023-07-27,Hozier,Take Me To Church,7574783,194,106,False,spotify:track:3dYD57lRAUcMHufyqn9GcI
2023-07-27,Avicii,Wake Me Up,7565311,195,92,False,spotify:track:0nrRP2bk19rLc0orkWPQk2
2023-07-27,"Fuerza Regida, Grupo Frontera",Bebe Dame,7537535,196,29,False,spotify:track:0IKeDy5bT9G0bA7ZixRT4A
2023-07-27,"Oscar Maydon, Junior H",Fin de Semana,7527540,197,28,False,spotify:track:6TBzRwnX2oYd8aOrOuyK1p
2023-07-27,a-ha,Take on Me,7518142,198,10,False,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L
2023-07-27,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),7504989,199,116,False,spotify:track:5nujrmhLynf4yMoMtj8AQF
2023-07-27,Twenty One Pilots,Stressed Out,7459466,200,42,False,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn
2023-08-31,"Jung Kook, Latto",Seven (feat. Latto),56040943,1,7,False,spotify:track:7x9aauaA9cu6tyfpHnqDLo
2023-08-31,Doja Cat,Paint The Town Red,40066955,2,4,True,spotify:track:2IGMVunIBsBLtEQyoI1Mu7
2023-08-31,Taylor Swift,Cruel Summer,35448548,3,30,False,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr
2023-08-31,Myke Towers,LALA,32115341,4,9,False,spotify:track:7ABLbnD53cQK00mhcaOUVG
2023-08-31,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",28478288,5,7,False,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q
2023-08-31,Dua Lipa,Dance The Night - From Barbie The Album,27977868,6,14,False,spotify:track:1vYXt7VSjH9JIM5oRRo7vA
2023-08-31,"KAROL G, Peso Pluma",QLONA,26964890,7,3,True,spotify:track:5RqSsdzTNPX1uzkmlHCFvK
2023-08-31,Quevedo,Columbia,25098213,8,8,False,spotify:track:6XbtvPmIpyCbjuT0e8cQtp
2023-08-31,Olivia Rodrigo,vampire,24282327,9,9,False,spotify:track:3k79jB4aGmMDUQzEwa46Rz
2023-08-31,Gunna,fukumean,23599767,10,11,False,spotify:track:4rXLjWdF2ZZpXCVTfWcshS
2023-08-31,Miley Cyrus,Used To Be Young,20981308,11,1,False,spotify:track:41WQUSINanQHfhfKpFDsms
2023-08-31,"Dave, Central Cee",Sprinter,20364561,12,13,False,spotify:track:2FDTHlrBguDzQkp7PVj16Q
2023-08-31,David Kushner,Daylight,20127894,13,20,False,spotify:track:1odExI7RdWc4BT515LTAwj
2023-08-31,"Nicki Minaj, Ice Spice, Aqua",Barbie World (with Aqua) [From Barbie The Album],19501917,14,10,False,spotify:track:741UUVE2kuITl0c6zuqqbO
2023-08-31,Miley Cyrus,Flowers,18867301,15,33,False,spotify:track:4DHcnVTT87F0zZhRPYmZ3B
2023-08-31,Harry Styles,As It Was,18855121,16,74,False,spotify:track:4Dvkj6JhhA12EX05fT7y2e
2023-08-31,NewJeans,Super Shy,18748777,17,8,False,spotify:track:5sdQOyqq2IDhvmx2lHOpwd
2023-08-31,"Grupo Frontera, Bad Bunny",un x100to,18543058,18,20,False,spotify:track:2yzshFeBIwH8tWIqHEFLeD
2023-08-31,SZA,Kill Bill,18539222,19,38,False,spotify:track:1Qrg8KqiBpW07V7PNxwwwL
2023-08-31,Selena Gomez,Single Soon,18511851,20,1,False,spotify:track:6iF4RgIjDvDqyW13PezSj3
2023-08-31,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),18293011,21,1,False,spotify:track:4KULAymBBJcPRpk1yO4dOG
2023-08-31,"Peso Pluma, Gabito Ballesteros, Junior H",LADY GAGA,17908967,22,10,False,spotify:track:7mXuWTczZNxG5EDcjFEuJR
2023-08-31,Bad Bunny,WHERE SHE GOES,17799541,23,15,False,spotify:track:7ro0hRteUMfnOioTFI5TG1
2023-08-31,"Feid, Young Miko",CLASSY 101,17663495,24,22,False,spotify:track:6XSqqQIy7Lm7SnwxS4NrGx
2023-08-31,KAROL G,MI EX TENÍA RAZÓN,17477135,25,3,False,spotify:track:54zcJnb3tp9c5OVKREZ1Is
2023-08-31,Arctic Monkeys,I Wanna Be Yours,17398680,26,60,False,spotify:track:5XeFesFbtLpXzIVDNQP22n
2023-08-31,Taylor Swift,august,17234304,27,30,False,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K
2023-08-31,"Yng Lvcas, Peso Pluma",La Bebe - Remix,17021003,28,24,False,spotify:track:2UW7JaomAMuX9pZrjVpHAU
2023-08-31,Olivia Rodrigo,bad idea right?,16990795,29,3,False,spotify:track:2i8f4VnnBjy0yDqH2C452a
2023-08-31,Peggy Gou,(It Goes Like) Nanana - Edit,16920844,30,10,False,spotify:track:23RoR84KodL5HWvUTneQ1w
2023-08-31,Taylor Swift,Style,16565455,31,24,False,spotify:track:0ug5NqcwcFR2xrfTkc7k8e
2023-08-31,Taylor Swift,Blank Space,16382605,32,90,False,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g
2023-08-31,"The Weeknd, Playboi Carti, Madonna",Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),15965325,33,13,False,spotify:track:6WzRpISELf3YglGAh7TXcG
2023-08-31,"Eslabon Armado, Peso Pluma",Ella Baila Sola,15923581,34,24,False,spotify:track:3qQbCzHBycnDpGskqOWY0E
2023-08-31,Carín León,Primera Cita,15847506,35,9,False,spotify:track:25OeKzcqakFPaJlXHPE5lm
2023-08-31,V,Love Me Again,15656341,36,3,False,spotify:track:2N0SPREDYqILVEFSsWF5N5
2023-08-31,Taylor Swift,Anti-Hero,15462884,37,45,False,spotify:track:0V3wPSX9ygBnCm8psDIegu
2023-08-31,Jimin,Like Crazy,15326098,38,23,False,spotify:track:3Ua0m0YmEjrMi9XErKcNiR
2023-08-31,JHAYCO,Holanda,14731817,39,3,False,spotify:track:6irysuQyZWd7Bjj7ePiOs2
2023-08-31,"Jasleen Royal, Arijit Singh, Dulquer Salmaan",Heeriye (feat. Arijit Singh),14725508,40,3,False,spotify:track:5PUXKVVVQ74C3gl5vKy9Li
2023-08-31,The Weeknd,Die For You,14552150,41,81,False,spotify:track:2LBqCSwhJGcFQeTHMVGwy3
2023-08-31,"Travis Scott, Drake",MELTDOWN (feat. Drake),14494284,42,5,False,spotify:track:67nepsnrcZkowTxMWigSbb
2023-08-31,"The Weeknd, Daft Punk",Starboy,14467585,43,152,False,spotify:track:7MXVkk9YMctZqd1Srtv4MB
2023-08-31,"Rema, Selena Gomez",Calm Down (with Selena Gomez),14272117,44,53,False,spotify:track:1s7oOCT8vauUh01PbJD6ps
2023-08-31,Oliver Anthony Music,Rich Men North of Richmond,14206431,45,3,False,spotify:track:78Du4CMFgnhdlG33gblkiP
2023-08-31,FIFTY FIFTY,Cupid - Twin Version,13877293,46,24,False,spotify:track:7FbrGaHYVDmfr7KoLIZnQ7
2023-08-31,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),13668237,47,39,False,spotify:track:2dHHgzDwk4BJdRwy9uXhTO
2023-08-31,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),13537293,48,27,False,spotify:track:7KA4W4McWYRpgf0fWsJZWB
2023-08-31,Morgan Wallen,Last Night,13353926,49,30,False,spotify:track:7K3BhSpAxZBznislvUMVtn
2023-08-31,SZA,Snooze,13110830,50,36,False,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2
2023-08-31,Kali Uchis,Moonlight,13071550,51,25,False,spotify:track:0JmnkIqdlnUzPaf8sqBRs3
2023-08-31,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),12950407,52,5,False,spotify:track:42VsgItocQwOQC3XWZ8JNA
2023-08-31,"Peso Pluma, Grupo Frontera",TULUM,12927321,53,9,False,spotify:track:7bPp2NmpmyhLJ7zWazAXMu
2023-08-31,"cassö, RAYE, D-Block Europe",Prada,12707835,54,2,False,spotify:track:59NraMJsLaMCVtwXTSia8i
